a0,b1,c2,d3,e4,g5,g6,h7,i8,j9,k10,l11,m12,n13,o14,p15,q16,r17,s18,t19
926,comm1,87107704,111520,RANK_1STSGT,RANK_1STSGT_FULL510,icon_alien_rank_comm508,87219225,ranked_up_927,,,,,,927,927,,RANK_SGT_FULL_N,,0
927,comm1,87219225,111539,RANK_1STSGT,RANK_1STSGT_FULL511,icon_alien_rank_comm509,87330764,ranked_up_928,,,,,,928,928,,RANK_SGT_FULL_N,,0
928,comm1,87330764,111558,RANK_1STSGT,RANK_1STSGT_FULL512,icon_alien_rank_comm510,87442322,ranked_up_929,,,,,,929,929,,RANK_SGT_FULL_N,,0
929,comm1,87442322,111577,RANK_1STSGT,RANK_1STSGT_FULL513,icon_alien_rank_comm511,87553899,ranked_up_930,,,,,,930,930,,RANK_SGT_FULL_N,,0
930,comm1,87553899,111596,RANK_1STSGT,RANK_1STSGT_FULL514,icon_alien_rank_comm512,87665495,ranked_up_931,,,,,,931,931,,RANK_SGT_FULL_N,,0
931,comm1,87665495,111615,RANK_1STSGT,RANK_1STSGT_FULL515,icon_alien_rank_comm513,87777110,ranked_up_932,,,,,,932,932,,RANK_SGT_FULL_N,,0
932,comm1,87777110,111634,RANK_1STSGT,RANK_1STSGT_FULL516,icon_alien_rank_comm514,87888744,ranked_up_933,,,,,,933,933,,RANK_SGT_FULL_N,,0
933,comm1,87888744,111653,RANK_1STSGT,RANK_1STSGT_FULL517,icon_alien_rank_comm515,88000397,ranked_up_934,,,,,,934,934,,RANK_SGT_FULL_N,,0
934,comm1,88000397,111672,RANK_1STSGT,RANK_1STSGT_FULL518,icon_alien_rank_comm516,88112068,ranked_up_935,,,,,,935,935,,RANK_SGT_FULL_N,,0
935,comm1,88112068,111690,RANK_1STSGT,RANK_1STSGT_FULL519,icon_alien_rank_comm517,88223759,ranked_up_936,,,,,,936,936,,RANK_SGT_FULL_N,,0
936,comm1,88223759,111709,RANK_1STSGT,RANK_1STSGT_FULL520,icon_alien_rank_comm518,88335468,ranked_up_937,,,,,,937,937,,RANK_SGT_FULL_N,,0
937,comm1,88335468,111728,RANK_1STSGT,RANK_1STSGT_FULL521,icon_alien_rank_comm519,88447196,ranked_up_938,,,,,,938,938,,RANK_SGT_FULL_N,,0
938,comm1,88447196,111747,RANK_1STSGT,RANK_1STSGT_FULL522,icon_alien_rank_comm520,88558943,ranked_up_939,,,,,,939,939,,RANK_SGT_FULL_N,,0
939,comm1,88558943,111765,RANK_1STSGT,RANK_1STSGT_FULL523,icon_alien_rank_comm521,88670708,ranked_up_940,,,,,,940,940,,RANK_SGT_FULL_N,,0
940,comm1,88670708,111784,RANK_1STSGT,RANK_1STSGT_FULL524,icon_alien_rank_comm522,88782492,ranked_up_941,,,,,,941,941,,RANK_SGT_FULL_N,,0
941,comm1,88782492,111803,RANK_1STSGT,RANK_1STSGT_FULL525,icon_alien_rank_comm523,88894295,ranked_up_942,,,,,,942,942,,RANK_SGT_FULL_N,,0
942,comm1,88894295,111822,RANK_1STSGT,RANK_1STSGT_FULL526,icon_alien_rank_comm524,89006117,ranked_up_943,,,,,,943,943,,RANK_SGT_FULL_N,,0
943,comm1,89006117,111840,RANK_1STSGT,RANK_1STSGT_FULL527,icon_alien_rank_comm525,89117957,ranked_up_944,,,,,,944,944,,RANK_SGT_FULL_N,,0
944,comm1,89117957,111859,RANK_1STSGT,RANK_1STSGT_FULL528,icon_alien_rank_comm526,89229816,ranked_up_945,,,,,,945,945,,RANK_SGT_FULL_N,,0
945,comm1,89229816,111878,RANK_1STSGT,RANK_1STSGT_FULL529,icon_alien_rank_comm527,89341693,ranked_up_946,,,,,,946,946,,RANK_SGT_FULL_N,,0
946,comm1,89341693,111896,RANK_1STSGT,RANK_1STSGT_FULL530,icon_alien_rank_comm528,89453590,ranked_up_947,,,,,,947,947,,RANK_SGT_FULL_N,,0
947,comm1,89453590,111915,RANK_1STSGT,RANK_1STSGT_FULL531,icon_alien_rank_comm529,89565504,ranked_up_948,,,,,,948,948,,RANK_SGT_FULL_N,,0
948,comm1,89565504,111933,RANK_1STSGT,RANK_1STSGT_FULL532,icon_alien_rank_comm530,89677437,ranked_up_949,,,,,,949,949,,RANK_SGT_FULL_N,,0
949,comm1,89677437,111952,RANK_1STSGT,RANK_1STSGT_FULL533,icon_alien_rank_comm531,89789389,ranked_up_950,,,,,,950,950,,RANK_SGT_FULL_N,,0
950,comm1,89789389,111970,RANK_1STSGT,RANK_1STSGT_FULL534,icon_alien_rank_comm532,89901360,ranked_up_951,,,,,,951,951,,RANK_SGT_FULL_N,,0
951,comm1,89901360,111989,RANK_1STSGT,RANK_1STSGT_FULL535,icon_alien_rank_comm533,90013348,ranked_up_952,,,,,,952,952,,RANK_SGT_FULL_N,,0
952,comm1,90013348,112007,RANK_1STSGT,RANK_1STSGT_FULL536,icon_alien_rank_comm534,90125356,ranked_up_953,,,,,,953,953,,RANK_SGT_FULL_N,,0
953,comm1,90125356,112026,RANK_1STSGT,RANK_1STSGT_FULL537,icon_alien_rank_comm535,90237382,ranked_up_954,,,,,,954,954,,RANK_SGT_FULL_N,,0
954,comm1,90237382,112044,RANK_1STSGT,RANK_1STSGT_FULL538,icon_alien_rank_comm536,90349426,ranked_up_955,,,,,,955,955,,RANK_SGT_FULL_N,,0
955,comm1,90349426,112063,RANK_1STSGT,RANK_1STSGT_FULL539,icon_alien_rank_comm537,90461488,ranked_up_956,,,,,,956,956,,RANK_SGT_FULL_N,,0
956,comm1,90461488,112081,RANK_1STSGT,RANK_1STSGT_FULL540,icon_alien_rank_comm538,90573569,ranked_up_957,,,,,,957,957,,RANK_SGT_FULL_N,,0
957,comm1,90573569,112099,RANK_1STSGT,RANK_1STSGT_FULL541,icon_alien_rank_comm539,90685669,ranked_up_958,,,,,,958,958,,RANK_SGT_FULL_N,,0
958,comm1,90685669,112118,RANK_1STSGT,RANK_1STSGT_FULL542,icon_alien_rank_comm540,90797787,ranked_up_959,,,,,,959,959,,RANK_SGT_FULL_N,,0
959,comm1,90797787,112136,RANK_1STSGT,RANK_1STSGT_FULL543,icon_alien_rank_comm541,90909923,ranked_up_960,,,,,,960,960,,RANK_SGT_FULL_N,,0
960,comm1,90909923,112155,RANK_1STSGT,RANK_1STSGT_FULL544,icon_alien_rank_comm542,91022077,ranked_up_961,,,,,,961,961,,RANK_SGT_FULL_N,,0
961,comm1,91022077,112173,RANK_1STSGT,RANK_1STSGT_FULL545,icon_alien_rank_comm543,91134250,ranked_up_962,,,,,,962,962,,RANK_SGT_FULL_N,,0
962,comm1,91134250,112191,RANK_1STSGT,RANK_1STSGT_FULL546,icon_alien_rank_comm544,91246441,ranked_up_963,,,,,,963,963,,RANK_SGT_FULL_N,,0
963,comm1,91246441,112209,RANK_1STSGT,RANK_1STSGT_FULL547,icon_alien_rank_comm545,91358651,ranked_up_964,,,,,,964,964,,RANK_SGT_FULL_N,,0
964,comm1,91358651,112228,RANK_1STSGT,RANK_1STSGT_FULL548,icon_alien_rank_comm546,91470878,ranked_up_965,,,,,,965,965,,RANK_SGT_FULL_N,,0
965,comm1,91470878,112246,RANK_1STSGT,RANK_1STSGT_FULL549,icon_alien_rank_comm547,91583124,ranked_up_966,,,,,,966,966,,RANK_SGT_FULL_N,,0
966,comm1,91583124,112264,RANK_1STSGT,RANK_1STSGT_FULL550,icon_alien_rank_comm548,91695388,ranked_up_967,,,,,,967,967,,RANK_SGT_FULL_N,,0
967,comm1,91695388,112282,RANK_1STSGT,RANK_1STSGT_FULL551,icon_alien_rank_comm549,91807671,ranked_up_968,,,,,,968,968,,RANK_SGT_FULL_N,,0
968,comm1,91807671,112300,RANK_1STSGT,RANK_1STSGT_FULL552,icon_alien_rank_comm550,91919971,ranked_up_969,,,,,,969,969,,RANK_SGT_FULL_N,,0
969,comm1,91919971,112319,RANK_1STSGT,RANK_1STSGT_FULL553,icon_alien_rank_comm551,92032290,ranked_up_970,,,,,,970,970,,RANK_SGT_FULL_N,,0
970,comm1,92032290,112337,RANK_1STSGT,RANK_1STSGT_FULL554,icon_alien_rank_comm552,92144626,ranked_up_971,,,,,,971,971,,RANK_SGT_FULL_N,,0
971,comm1,92144626,112355,RANK_1STSGT,RANK_1STSGT_FULL555,icon_alien_rank_comm553,92256981,ranked_up_972,,,,,,972,972,,RANK_SGT_FULL_N,,0
972,comm1,92256981,112373,RANK_1STSGT,RANK_1STSGT_FULL556,icon_alien_rank_comm554,92369354,ranked_up_973,,,,,,973,973,,RANK_SGT_FULL_N,,0
973,comm1,92369354,112391,RANK_1STSGT,RANK_1STSGT_FULL557,icon_alien_rank_comm555,92481745,ranked_up_974,,,,,,974,974,,RANK_SGT_FULL_N,,0
974,comm1,92481745,112409,RANK_1STSGT,RANK_1STSGT_FULL558,icon_alien_rank_comm556,92594155,ranked_up_975,,,,,,975,975,,RANK_SGT_FULL_N,,0
975,comm1,92594155,112427,RANK_1STSGT,RANK_1STSGT_FULL559,icon_alien_rank_comm557,92706582,ranked_up_976,,,,,,976,976,,RANK_SGT_FULL_N,,0
976,comm1,92706582,112445,RANK_1STSGT,RANK_1STSGT_FULL560,icon_alien_rank_comm558,92819027,ranked_up_977,,,,,,977,977,,RANK_SGT_FULL_N,,0
977,comm1,92819027,112463,RANK_1STSGT,RANK_1STSGT_FULL561,icon_alien_rank_comm559,92931490,ranked_up_978,,,,,,978,978,,RANK_SGT_FULL_N,,0
978,comm1,92931490,112481,RANK_1STSGT,RANK_1STSGT_FULL562,icon_alien_rank_comm560,93043972,ranked_up_979,,,,,,979,979,,RANK_SGT_FULL_N,,0
979,comm1,93043972,112499,RANK_1STSGT,RANK_1STSGT_FULL563,icon_alien_rank_comm561,93156471,ranked_up_980,,,,,,980,980,,RANK_SGT_FULL_N,,0
980,comm1,93156471,112517,RANK_1STSGT,RANK_1STSGT_FULL564,icon_alien_rank_comm562,93268988,ranked_up_981,,,,,,981,981,,RANK_SGT_FULL_N,,0
981,comm1,93268988,112535,RANK_1STSGT,RANK_1STSGT_FULL565,icon_alien_rank_comm563,93381523,ranked_up_982,,,,,,982,982,,RANK_SGT_FULL_N,,0
982,comm1,93381523,112553,RANK_1STSGT,RANK_1STSGT_FULL566,icon_alien_rank_comm564,93494076,ranked_up_983,,,,,,983,983,,RANK_SGT_FULL_N,,0
983,comm1,93494076,112571,RANK_1STSGT,RANK_1STSGT_FULL567,icon_alien_rank_comm565,93606647,ranked_up_984,,,,,,984,984,,RANK_SGT_FULL_N,,0
984,comm1,93606647,112589,RANK_1STSGT,RANK_1STSGT_FULL568,icon_alien_rank_comm566,93719236,ranked_up_985,,,,,,985,985,,RANK_SGT_FULL_N,,0
985,comm1,93719236,112607,RANK_1STSGT,RANK_1STSGT_FULL569,icon_alien_rank_comm567,93831843,ranked_up_986,,,,,,986,986,,RANK_SGT_FULL_N,,0
986,comm1,93831843,112625,RANK_1STSGT,RANK_1STSGT_FULL570,icon_alien_rank_comm568,93944467,ranked_up_987,,,,,,987,987,,RANK_SGT_FULL_N,,0
987,comm1,93944467,112642,RANK_1STSGT,RANK_1STSGT_FULL571,icon_alien_rank_comm569,94057110,ranked_up_988,,,,,,988,988,,RANK_SGT_FULL_N,,0
988,comm1,94057110,112660,RANK_1STSGT,RANK_1STSGT_FULL572,icon_alien_rank_comm570,94169770,ranked_up_989,,,,,,989,989,,RANK_SGT_FULL_N,,0
989,comm1,94169770,112678,RANK_1STSGT,RANK_1STSGT_FULL573,icon_alien_rank_comm571,94282448,ranked_up_990,,,,,,990,990,,RANK_SGT_FULL_N,,0
990,comm1,94282448,112696,RANK_1STSGT,RANK_1STSGT_FULL574,icon_alien_rank_comm572,94395144,ranked_up_991,,,,,,991,991,,RANK_SGT_FULL_N,,0
991,comm1,94395144,112714,RANK_1STSGT,RANK_1STSGT_FULL575,icon_alien_rank_comm573,94507857,ranked_up_992,,,,,,992,992,,RANK_SGT_FULL_N,,0
992,comm1,94507857,112731,RANK_1STSGT,RANK_1STSGT_FULL576,icon_alien_rank_comm574,94620588,ranked_up_993,,,,,,993,993,,RANK_SGT_FULL_N,,0
993,comm1,94620588,112749,RANK_1STSGT,RANK_1STSGT_FULL577,icon_alien_rank_comm575,94733337,ranked_up_994,,,,,,994,994,,RANK_SGT_FULL_N,,0
994,comm1,94733337,112767,RANK_1STSGT,RANK_1STSGT_FULL578,icon_alien_rank_comm576,94846104,ranked_up_995,,,,,,995,995,,RANK_SGT_FULL_N,,0
995,comm1,94846104,112784,RANK_1STSGT,RANK_1STSGT_FULL579,icon_alien_rank_comm577,94958888,ranked_up_996,,,,,,996,996,,RANK_SGT_FULL_N,,0
996,comm1,94958888,112802,RANK_1STSGT,RANK_1STSGT_FULL580,icon_alien_rank_comm578,95071691,ranked_up_997,,,,,,997,997,,RANK_SGT_FULL_N,,0
997,comm1,95071691,112820,RANK_1STSGT,RANK_1STSGT_FULL581,icon_alien_rank_comm579,95184510,ranked_up_998,,,,,,998,998,,RANK_SGT_FULL_N,,0
998,comm1,95184510,112837,RANK_1STSGT,RANK_1STSGT_FULL582,icon_alien_rank_comm580,95297348,ranked_up_999,,,,,,999,999,,RANK_SGT_FULL_N,,0
